4858407 8.37391 8.86429 4.68677 3.39626 -0.789988 -5.42342 25.3212
4858418 8.36522 8.86429 4.71815 3.44304 -0.764109 -5.35727 25.3907
4858429 8.36522 8.86429 4.71815 3.44304 -0.764109 -5.35727 25.3907
4858438 8.34783 8.78956 4.80185 3.42433 -0.922371 -5.27009 25.3636
4858448 8.29565 8.69615 4.72862 3.41497 -0.908226 -5.28034 25.1354
4858458 8.29565 8.69615 4.72862 3.41497 -0.908226 -5.28034 25.1354
4858467 8.28696 8.70549 4.60308 3.35883 -0.827214 -5.42823 24.9544
4858477 8.15652 8.59341 4.55077 3.29334 -0.834088 -5.43169 24.594
4858489 8.15652 8.59341 4.55077 3.29334 -0.834088 -5.43169 24.594
4858497 8.1913 8.64011 4.47754 3.32141 -0.717938 -5.50081 24.6304
4858517 8.21739 8.66813 4.45662 3.19978 -0.82114 -5.64084 24.5419
4858528 8.2087 8.68681 4.45662 3.2372 -0.753674 -5.61322 24.5893
4858538 8.2087 8.68681 4.45662 3.2372 -0.753674 -5.61322 24.5893
4858548 8.24348 8.76154 4.46708 3.25592 -0.700724 -5.63047 24.728
4858558 8.1913 8.76154 4.44615 3.28398 -0.599539 -5.60469 24.683
4858568 8.1913 8.76154 4.44615 3.28398 -0.599539 -5.60469 24.683
4858578 8.23478 8.80824 4.43569 3.29334 -0.574127 -5.63982 24.7721
4858598 8.18261 8.74286 4.37292 3.33077 -0.489165 -5.61638 24.6292
4858609 8.11304 8.76154 4.45662 3.35883 -0.454928 -5.50372 24.69
4858620 8.11304 8.76154 4.45662 3.35883 -0.454928 -5.50372 24.69
4858628 8.06956 8.72418 4.45662 3.35883 -0.450209 -5.47252 24.6092
4858640 7.97391 8.72418 4.488 3.42433 -0.318374 -5.35491 24.6104
4858648 7.97391 8.65879 4.488 3.42433 -0.385816 -5.32921 24.545
4858659 7.94783 8.58407 4.65538 3.5366 -0.487936 -5.05983 24.7239
4858668 7.94783 8.58407 4.65538 3.5366 -0.487936 -5.05983 24.7239
4858678 7.87826 8.62143 4.77046 3.59274 -0.436956 -4.90882 24.8629
4858688 7.7913 8.5 4.82277 3.67694 -0.440817 -4.71437 24.791
4858708 7.72174 8.49066 5.01108 3.82664 -0.414689 -4.41596 25.0501
4858729 7.5913 8.35055 5.10523 3.93891 -0.407302 -4.14095 24.986
4858739 7.45217 8.27582 5.20985 4.04183 -0.344649 -3.88896 24.9797
4858754 7.45217 8.27582 5.20985 4.04183 -0.344649 -3.88896 24.9797
4858763 7.32174 8.2011 5.38769 4.11668 -0.391233 -3.60716 25.0272
4858772 7.24348 8.16374 5.42954 4.23831 -0.270164 -3.43332 25.0751
4858789 7.1913 8.07967 5.50277 4.27573 -0.338006 -3.28898 25.0495
4858799 7.06957 7.9956 5.60738 4.36929 -0.311533 -3.04799 25.0418
4858820 7.02609 7.97692 5.65969 4.43478 -0.27301 -2.93368 25.0975
4858841 6.91304 7.87418 5.68062 4.51899 -0.200601 -2.75402 24.9868
4858850 6.94783 7.88352 5.68062 4.57512 -0.169212 -2.73583 25.0871
4858860 6.94783 7.88352 5.68062 4.57512 -0.169212 -2.73583 25.0871
4858870 6.87826 7.87418 5.76431 4.54706 -0.220773 -2.65786 25.0638
4858880 6.87826 7.87418 5.76431 4.54706 -0.220773 -2.65786 25.0638
4858890 6.83478 7.80879 5.81662 4.55641 -0.286005 -2.56063 25.0166
4858900 6.7913 7.82747 5.81662 4.58448 -0.195812 -2.5286 25.0199
4858910 6.7913 7.82747 5.81662 4.58448 -0.195812 -2.5286 25.0199
4858920 6.85217 7.78077 5.712 4.61255 -0.171147 -2.58944 24.9575
4858930 6.84348 7.86484 5.73292 4.6219 -0.0894353 -2.60551 25.0631
4858940 6.84348 7.86484 5.73292 4.6219 -0.0894353 -2.60551 25.0631
4858950 6.86087 7.93022 5.67015 4.57512 -0.0256419 -2.72352 25.0364
4858961 6.86087 7.93022 5.67015 4.57512 -0.0256419 -2.72352 25.0364
4858970 6.84348 7.9956 5.62831 4.50028 0.024128 -2.82996 24.9677
4858981 6.91304 8.07033 5.49231 4.49092 0.156105 -3.0041 24.9666
4858990 6.91304 8.07033 5.49231 4.49092 0.156105 -3.0041 24.9666
4859000 6.97391 8.18242 5.37723 4.388 0.219968 -3.24484 24.9216
4859010 7.09565 8.33187 5.28308 4.35058 0.302973 -3.46783 25.0612
4859022 7.09565 8.33187 5.28308 4.35058 0.302973 -3.46783 25.0612
4859030 7.2087 8.42527 5.12615 4.20088 0.291762 -3.79007 24.961
4859042 7.2087 8.42527 5.12615 4.20088 0.291762 -3.79007 24.961
4859052 7.25217 8.52802 4.92738 4.09796 0.449929 -4.08468 24.8055
4859062 7.23478 8.51868 4.90646 4.0699 0.45222 -4.11069 24.7298
4859072 7.23478 8.51868 4.90646 4.0699 0.45222 -4.11069 24.7298
4859082 7.25217 8.60275 4.81231 4.01376 0.55916 -4.27182 24.681
4859092 7.23478 8.60275 4.86462 4.02312 0.532314 -4.21621 24.7253
4859102 7.23478 8.60275 4.86462 4.02312 0.532314 -4.21621 24.7253
4859114 7.13043 8.55604 4.87508 4.08861 0.648209 -4.09092 24.6502
4859123 7.13043 8.55604 4.87508 4.08861 0.648209 -4.09092 24.6502
4859132 6.93913 8.43462 5.06338 4.20088 0.642282 -3.71955 24.638
4859142 6.77391 8.21044 5.44 4.39736 0.396714 -3.11038 24.8217
4859152 6.77391 8.21044 5.44 4.39736 0.396714 -3.11038 24.8217
4859162 6.53043 8.04231 5.75385 4.71547 0.472698 -2.45792 25.0421
4859172 6.32174 7.75275 6.14092 4.94001 0.228676 -1.78503 25.1554
4859182 6.32174 7.75275 6.14092 4.94001 0.228676 -1.78503 25.1554
4859192 6.07826 7.40714 6.49662 5.3049 0.13561 -0.998869 25.2869
4859212 5.81739 7.0522 6.89415 5.64172 -0.0173494 -0.197035 25.4055
4859224 5.48696 6.65055 7.54277 6.03467 -0.334923 0.839943 25.7149
4859233 5.48696 6.65055 7.54277 6.03467 -0.334923 0.839943 25.7149
4859243 5.15652 6.10879 8.14954 6.56797 -0.605497 1.99297 25.9828
4859253 4.73043 5.64176 8.63077 7.03577 -0.656398 3.04989 26.0387
4859263 4.73043 5.64176 8.63077 7.03577 -0.656398 3.04989 26.0387
4859273 4.37391 5.20275 9.10154 7.46615 -0.771248 4.01102 26.1444
4859283 4.37391 5.20275 9.10154 7.46615 -0.771248 4.01102 26.1444
4859293 4.07826 4.95989 9.20615 7.44744 -0.85347 4.44624 25.6917
4859303 3.91304 4.78242 9.19569 7.52229 -0.790949 4.7352 25.4134
4859313 3.91304 4.78242 9.19569 7.52229 -0.790949 4.7352 25.4134
4859324 3.92174 4.61429 9.27938 7.64392 -0.925909 4.94158 25.4593
4859334 3.83478 4.64231 9.43631 7.6907 -0.915951 5.0675 25.6041
4859344 3.83478 4.64231 9.43631 7.6907 -0.915951 5.0675 25.6041
4859354 3.81739 4.60495 9.41538 7.78426 -0.823092 5.13854 25.622
4859364 3.81739 4.60495 9.41538 7.78426 -0.823092 5.13854 25.622
4859374 3.86957 4.58626 9.40492 7.71877 -0.947493 5.08289 25.5795
4859384 3.90435 4.63297 9.43631 7.61585 -1.06669 4.99122 25.5895
4859394 3.90435 4.63297 9.43631 7.61585 -1.06669 4.99122 25.5895
4859412 3.95652 4.64231 9.42585 7.55971 -1.15338 4.9171 25.5844
4859414 4 4.67033 9.48862 7.55036 -1.23295 4.88265 25.7093
4859438 4.02609 4.63297 9.54092 7.53165 -1.36252 4.90457 25.7316
4859445 4.02609 4.63297 9.54092 7.53165 -1.36252 4.90457 25.7316
4859455 4.04348 4.62363 9.56185 7.52229 -1.41683 4.90289 25.7512
4859466 4.06087 4.64231 9.61415 7.43808 -1.54786 4.86251 25.7554
4859475 4.06087 4.64231 9.61415 7.43808 -1.54786 4.86251 25.7554
4859487 4.0087 4.56758 9.60369 7.36324 -1.64581 4.92733 25.5432
4859495 4 4.45549 9.77108 7.47551 -1.78981 5.13057 25.7021
4859516 3.96522 4.48352 9.88615 7.541 -1.76501 5.2047 25.8759
4859525 3.96522 4.48352 9.88615 7.541 -1.76501 5.2047 25.8759
4859537 3.86957 4.32473 9.99077 7.64392 -1.83098 5.48245 25.829
4859545 3.75652 4.23132 10.1791 7.75619 -1.87872 5.75592 25.9231
4859566 3.66087 4.09121 10.3988 7.84975 -2.03714 6.0555 26.0006
4859575 3.53913 3.83901 10.5662 8.09301 -2.08668 6.49896 26.0373
4859585 3.53913 3.83901 10.5662 8.09301 -2.08668 6.49896 26.0373
4859595 3.38261 3.68022 10.7545 8.21464 -2.15333 6.86058 26.0319
4859605 3.38261 3.68022 10.7545 8.21464 -2.15333 6.86058 26.0319
4859615 3.2 3.51209 10.88 8.38305 -2.10284 7.24787 25.9751
4859625 3.04348 3.30659 11.1415 8.53275 -2.25335 7.67985 26.0244
4859635 3.04348 3.30659 11.1415 8.53275 -2.25335 7.67985 26.0244
