4140826 5.55155 6.6652 7.94805 7.2897 0.414598 1.65055 27.4545
4140836 5.55155 6.6652 7.94805 7.2897 0.414598 1.65055 27.4545
4140845 5.59472 6.63711 7.95857 7.23384 0.289592 1.61932 27.4242
4140855 5.62925 6.65584 7.96908 7.21522 0.248212 1.58315 27.4694
4140865 5.62925 6.65584 7.96908 7.21522 0.248212 1.58315 27.4694
4140875 5.64652 6.712 7.95857 7.17798 0.259048 1.51556 27.4951
4140886 5.65515 6.64648 7.92703 7.21522 0.254628 1.5526 27.4439
4140895 5.65515 6.64648 7.92703 7.21522 0.254628 1.5526 27.4439
4140905 5.67242 6.69328 7.94805 7.21522 0.261569 1.52434 27.529
4140926 5.64652 6.59031 8.00062 7.26177 0.186318 1.65035 27.4992
4140936 5.68106 6.62775 7.94805 7.20591 0.186214 1.55401 27.4628
4140946 5.68106 6.62775 7.94805 7.20591 0.186214 1.55401 27.4628
4140959 5.65515 6.63711 8.00062 7.17798 0.144997 1.57603 27.4709
4140966 5.67242 6.63711 8.04267 7.21522 0.124463 1.60426 27.5674
4140976 5.67242 6.63711 8.04267 7.21522 0.124463 1.60426 27.5674
4140987 5.68106 6.57159 7.95857 7.17798 0.100359 1.5794 27.3892
4140996 5.68106 6.57159 7.95857 7.17798 0.100359 1.5794 27.3892
4141006 5.63789 6.59967 7.94805 7.16867 0.166705 1.57882 27.3543
4141017 5.63789 6.58095 8.08472 7.18729 0.0414968 1.66593 27.4909
4141027 5.63789 6.58095 8.08472 7.18729 0.0414968 1.66593 27.4909
4141037 5.68106 6.57159 8.03216 7.14074 -0.000806153 1.59719 27.4255
4141047 5.65515 6.55286 8.04267 7.17798 0.0300974 1.64753 27.4287
4141074 5.68106 6.60903 8.01113 7.18729 0.0947118 1.58703 27.4885
4141091 5.64652 6.5435 8.04267 7.1966 0.0464052 1.66752 27.4293
4141097 5.68106 6.63711 8.01113 7.14074 0.0779659 1.54734 27.47
4141107 5.68106 6.63711 8.01113 7.14074 0.0779659 1.54734 27.47
4141119 5.70696 6.57159 8.00062 7.14074 0.00433624 1.5661 27.4199
4141129 5.71559 6.67456 8.01113 7.11281 0.0551075 1.4904 27.5141
4141139 5.71559 6.67456 8.01113 7.11281 0.0551075 1.4904 27.5141
4141149 5.68969 6.6652 7.93754 7.06627 0.0952482 1.45232 27.3587
4141159 5.68969 6.55286 7.95857 7.13143 0.0329673 1.56267 27.3326
4141169 5.68969 6.55286 7.95857 7.13143 0.0329673 1.56267 27.3326
4141179 5.69832 6.65584 7.97959 7.12212 0.0910968 1.50108 27.4559
4141189 5.69832 6.65584 7.97959 7.12212 0.0910968 1.50108 27.4559
4141199 5.69832 6.60903 8.07421 7.13143 -0.0291407 1.58014 27.513
4141209 5.71559 6.64648 8.04267 7.15005 0.0347197 1.54093 27.5548
4141229 5.68106 6.62775 8.0637 7.1966 0.0721872 1.60587 27.5691
4141240 5.66379 6.62775 8.03216 7.1966 0.116649 1.60094 27.5203
4141249 5.66379 6.60903 8.03216 7.18729 0.0912815 1.60771 27.4923
4141262 5.68106 6.56222 8.07421 7.16867 -0.022164 1.63697 27.4862
